0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,38,11,17,1,8,0,19,11,20,0,21,1,0,3,0,15,15,13,0,15,15,26,13,17,35,0,3,30,4,32,22,-2,13,-2,36,47,0,-7,23,3,11,19,6,6,12,5,-1,-11,27,0,9,0,19,12,0,30,34,11,0,29,34,24,21,0,10,21,0,26,0,0,14,-1,18,27,0,24,0,0,-7,9,27,37,11,3,0,22,27,0,0,0,0,0,15,28,0,16,23,13,0,0,17,12,0,0,-6,10,0,-9,0,23,35,0,4,-11,10,0,0,10,11,0,-10,30,10,20,34,36,17,0,0,0,24,0,19,30,0,0,38,7,0,0,17,1,-4,0,17,0,0,20,8,0,0,0,0,22,39,25,0,0,7,0,0,0,0,0,7,-9,0,28,5,20,4,0,21,9,0,0,0,3,0,-4,-2,6,-9,0,0,-3,7,0,26,16,13,32,15,0,0,3,28,0,0,31,18,11,0,34,13,0,-9,0,20,-7,4,1,9,35,37,1,35,-11,27,12,23,21,9,33,20,0,23,0,22,25,-4,0,12,30,7,3,0,-1,30,20,0,16,39,34,26,20,25,2,19,0,23,27,9,21,13,18,55,29,28,4,7,22,20,15,0,0,11,0,1,17,7,16,-7,58,35,14,35,0,0,0,19,0,28,34,0,14,2,38,31,39,38,28,23,0,0,6,28,0,0,0,0,0,16,5,1,22,10,29,28,19,14,9,32,18,6,29,8,0,12,23,0,44,0,22,0,24,5,16,17,0,22,25,23,20,-2,6,2,0,12,0,0,14,9,27,-3,5,0,-3,34,3,-12,14,9,9,17,13,30,10,-15,10,25,0,0,10,-8,-3,19,0,31,0,-2,30,-2,16,0,20,-11,13,0,13,10,10,0,20,0,0,0,19,0,0,27,-4,0,0,0,0,0,12,0,-3,19,17,0,10,8,26,0,0,0,0,-13,25,37,31,1,0,0,10,19,0,0,17,0,7,21,42,-7,40,10,0,-2,0,14,17,0,43,0,0,24,0,23,0,7,25,4,25,0,10,0,-6,0,18,8,39,0,36,41,0,20,11,4,0,11,0,20,28,20,0,2,38,5,11,10,13,10,-1,13,0,0,10,13,14,39,22,1,48,20,1,1,0,0,10,34,0,8,0
0,0,10,0,12,8,9,-13,15,0,-8,1,13,0,31,14,0,-4,-9,10,20,6,0,0,14,3,1,9,12,0,1,12,7,13,3,-4,8,13,-1,11,0,3,10,-8,-9,7,1,-10,24,11,8,-2,-3,0,5,0,23,1,0,7,40,27,0,11,12,7,12,0,16,21,0,12,0,0,5,-5,5,18,0,12,0,0,12,26,1,7,28,4,0,19,16,0,0,0,0,0,-2,11,0,9,22,8,0,0,23,16,0,0,5,17,0,-15,0,20,9,0,15,-8,-8,0,0,-13,-10,0,0,15,-2,4,11,9,10,0,0,0,15,0,7,1,0,0,14,7,0,0,7,-8,6,0,3,0,0,-2,19,0,0,0,0,13,7,18,0,0,7,0,0,0,0,0,-13,-19,0,11,14,8,-2,0,6,3,0,0,0,-7,0,6,-8,9,-14,0,0,5,-2,0,9,17,18,15,2,0,0,34,18,0,0,25,5,17,0,3,17,0,-9,0,5,-9,-4,4,23,8,1,20,16,19,7,7,2,20,12,5,-1,0,-2,0,0,5,-1,0,2,1,15,3,0,-9,15,-5,0,19,6,-5,23,0,-2,-13,1,0,10,0,18,19,20,14,7,10,7,13,-1,21,7,13,0,0,6,0,4,7,11,-16,4,5,8,8,7,0,0,0,8,0,17,17,0,9,-7,28,3,23,19,23,15,0,0,4,3,0,0,0,0,0,23,3,4,-6,-13,2,15,19,5,14,6,4,19,16,4,0,-2,14,0,27,0,-1,-3,9,-10,22,20,0,15,12,-4,11,1,13,14,0,13,0,0,12,12,9,-2,2,0,4,12,13,-5,-3,-1,16,11,17,5,-8,-10,4,0,0,0,-5,8,-10,-12,0,-3,-3,-13,17,-8,14,0,17,3,3,0,5,-4,3,0,12,0,0,0,6,0,0,27,17,0,0,0,0,0,26,0,-9,13,6,0,10,20,10,0,0,0,0,-16,12,18,9,9,0,0,10,2,0,0,3,0,-7,15,12,-2,11,3,0,-3,0,2,6,0,17,0,0,9,16,9,0,7,8,17,13,0,4,0,6,0,12,1,28,0,19,23,0,4,30,4,0,-4,0,26,15,20,0,5,24,-6,3,0,20,4,2,12,0,0,18,-1,1,18,3,3,12,24,-3,9,0,0,4,9,0,3,0
0,0,38,12,0,4,39,0,-3,0,10,1,29,0,11,5,0,13,16,23,18,38,0,26,-3,21,14,9,47,0,-2,34,1,38,20,8,4,34,37,43,0,1,16,-6,-12,35,17,-2,19,2,6,-2,48,0,34,0,18,0,0,20,31,11,0,42,34,21,26,0,11,16,0,35,0,0,0,6,4,25,0,15,0,0,-4,10,21,52,22,4,0,7,41,0,0,0,0,0,8,9,0,24,21,2,0,0,30,3,0,0,12,16,0,4,0,32,34,0,-9,-3,-1,0,0,11,-4,0,-5,40,22,3,34,36,9,0,0,0,20,0,7,25,0,0,48,7,0,0,3,13,-6,0,20,0,0,20,12,0,0,0,0,15,34,38,0,0,14,0,0,0,0,0,21,11,0,43,15,5,-7,0,35,22,0,0,0,9,0,14,-3,38,-3,0,0,4,10,0,32,21,20,39,15,0,0,22,17,0,0,42,20,25,0,20,11,0,12,0,12,0,16,36,3,20,44,12,31,1,43,18,15,33,13,41,20,0,20,0,33,10,4,0,35,40,7,8,0,17,37,16,0,5,20,37,13,9,37,-6,35,0,32,37,20,8,35,47,39,54,29,18,-7,14,51,22,0,0,12,0,14,26,-12,7,2,40,47,5,58,0,0,0,35,0,26,17,0,4,7,23,46,22,26,22,7,0,0,15,52,0,0,0,0,0,28,7,4,23,11,46,43,34,15,11,20,17,8,8,2,0,14,42,0,28,0,36,6,11,5,0,19,0,18,53,41,5,4,8,12,0,3,0,0,26,26,8,-6,-4,0,1,49,4,10,16,8,28,11,22,30,9,-18,11,42,0,0,4,12,10,14,0,32,3,1,50,-3,10,0,17,-6,11,0,-2,4,-11,0,28,0,0,0,20,0,0,30,-3,0,0,0,0,0,21,0,4,14,25,0,14,8,10,0,0,0,0,-2,33,30,53,6,0,0,13,42,0,0,11,0,15,28,23,-2,69,3,0,-2,0,13,4,0,41,0,0,27,0,42,0,29,51,13,37,0,2,0,1,0,21,6,31,0,21,53,0,37,31,3,0,18,0,2,21,4,0,8,31,30,9,4,24,19,1,11,0,0,15,-9,14,14,4,-6,46,38,9,4,0,0,1,42,0,25,0
0,0,11,8,4,0,11,6,10,0,21,17,1,0,-2,11,0,1,3,-8,-3,2,0,19,7,19,4,0,2,0,6,2,15,15,0,-10,4,2,12,23,0,5,6,-6,9,5,-1,25,8,-2,8,1,-4,0,8,0,-5,7,0,7,2,10,0,14,16,18,17,0,-7,10,0,14,0,0,-2,1,28,39,0,19,0,0,5,9,14,8,27,-1,0,13,14,0,0,0,0,0,11,28,0,5,24,13,0,0,4,-1,0,0,4,12,0,1,0,3,11,0,10,24,14,0,0,-1,8,0,2,11,4,21,7,9,1,0,0,0,3,0,25,12,0,0,1,1,0,0,29,4,7,0,12,0,0,8,9,0,0,0,0,-4,14,7,0,0,2,0,0,0,0,0,-1,-2,0,8,11,34,11,0,5,7,0,0,0,2,0,-5,-8,-2,2,0,0,15,8,0,14,8,3,12,-3,0,0,3,12,0,0,25,2,15,0,11,10,0,10,0,-8,-2,2,3,10,20,-16,-6,12,14,8,34,6,0,-6,11,10,0,20,0,3,19,-4,0,14,5,13,6,0,5,10,19,0,-7,10,15,26,14,7,-15,12,0,17,1,17,13,5,4,18,4,8,23,10,-1,-7,6,0,0,23,0,-3,0,0,5,-9,9,9,4,1,0,0,0,-8,0,21,26,0,22,-3,30,16,29,30,36,4,0,0,9,5,0,0,0,0,0,-10,28,-4,3,-1,8,5,1,2,9,20,18,0,39,-1,0,5,15,0,35,0,4,-4,33,17,13,37,0,20,4,-4,8,6,18,42,0,1,0,0,13,-1,30,-4,-1,0,35,12,0,-5,6,16,2,11,4,8,-4,-1,1,15,0,0,10,10,-13,4,0,14,49,7,-1,11,10,0,16,-4,6,0,16,12,2,0,0,0,0,0,14,0,0,3,7,0,0,0,0,0,5,0,-9,21,14,0,20,7,1,0,0,0,0,-3,5,2,8,9,0,0,-5,8,0,0,14,0,-3,20,7,3,8,8,0,-2,0,-8,2,0,19,0,0,-8,-6,-3,0,8,-2,-10,16,0,6,0,33,0,32,-2,17,0,40,5,0,14,6,23,0,5,0,20,27,19,0,24,6,-1,25,11,9,8,8,36,0,0,6,10,8,25,21,7,16,2,3,21,0,0,12,-3,0,-4,0
0,0,17,9,39,11,0,3,15,0,17,3,38,0,30,13,0,21,13,19,15,39,0,5,23,24,11,6,32,0,22,29,-3,45,13,4,4,10,28,20,0,-5,14,-7,10,19,39,0,41,1,-1,-9,41,0,34,0,5,13,0,3,11,25,0,29,22,40,33,0,35,11,0,35,0,0,18,2,14,38,0,24,0,0,0,24,20,22,13,23,0,9,59,0,0,0,0,0,13,20,0,58,44,1,0,0,46,10,0,0,7,18,0,-6,0,35,22,0,-5,-13,4,0,0,-3,-7,0,-15,16,30,12,39,25,4,0,0,0,10,0,13,23,0,0,33,4,0,0,3,5,-10,0,43,0,0,10,23,0,0,0,0,17,5,70,0,0,9,0,0,0,0,0,23,11,0,45,36,31,8,0,67,21,0,0,0,13,0,13,-1,34,0,0,0,-14,23,0,25,36,39,45,0,0,0,28,27,0,0,24,14,25,0,-1,-3,0,15,0,8,5,22,9,8,27,37,12,18,0,20,4,11,16,8,26,22,0,24,0,4,-2,-4,0,24,28,6,-1,0,28,20,21,0,3,-1,23,23,15,19,-10,10,0,47,24,16,3,30,63,27,51,22,19,8,11,39,21,0,0,1,0,13,13,-10,-10,-9,8,40,5,40,0,0,0,6,0,37,24,0,10,23,25,20,19,25,20,20,0,0,10,46,0,0,0,0,0,35,4,6,-5,7,51,50,71,12,6,33,24,15,20,-4,0,36,70,0,32,0,15,9,18,10,13,27,0,6,35,33,10,-11,7,2,0,13,0,0,8,53,22,3,5,0,5,53,16,3,-3,-5,51,17,28,20,-5,6,3,22,0,0,10,20,14,-3,0,24,11,3,51,2,10,0,27,-14,12,0,-10,15,-1,0,43,0,0,0,-6,0,0,17,0,0,0,0,0,0,26,0,-5,12,39,0,24,11,20,0,0,0,0,15,10,20,50,23,0,0,31,27,0,0,15,0,4,9,13,-6,32,6,0,1,0,-1,-6,0,28,0,0,10,2,47,0,18,49,34,38,0,6,0,2,0,34,11,43,0,24,47,0,24,19,-8,0,0,0,-1,18,2,0,3,8,14,-1,17,13,46,-6,15,0,0,40,-4,34,30,20,1,12,75,6,-8,0,0,8,35,0,34,0
0,0,1,-13,0,6,3,0,-6,0,4,-5,3,0,0,-2,0,4,18,21,0,-3,0,0,-1,1,4,2,-5,0,3,0,-3,15,15,1,-7,-1,7,2,0,0,2,3,12,2,9,2,9,15,-1,12,14,0,1,0,9,-2,0,5,2,19,0,1,-7,5,-3,0,4,-2,0,8,0,0,-7,-9,5,13,0,-6,0,0,-12,-8,-2,-9,-5,-6,0,5,5,0,0,0,0,0,-2,4,0,8,-13,-6,0,0,16,-19,0,0,5,16,0,-2,0,2,-4,0,-5,-2,0,0,0,2,18,0,2,-12,4,-4,7,-1,3,0,0,0,4,0,5,5,0,0,-3,24,0,0,-1,9,-2,0,3,0,0,14,-5,0,0,0,0,-4,7,12,0,0,9,0,0,0,0,0,13,6,0,0,4,2,-2,0,5,1,0,0,0,-6,0,7,-2,1,2,0,0,-3,0,0,-3,7,-1,8,2,0,0,5,1,0,0,-12,9,3,0,2,-6,0,12,0,-3,14,13,1,-9,-9,9,3,0,2,-7,-5,-4,2,3,1,-8,0,12,0,-1,-8,-8,0,0,-1,4,-1,0,8,0,2,0,-2,0,1,-9,-4,-6,2,-7,0,3,-8,-3,-6,5,9,1,-1,0,-2,-5,-8,3,7,0,0,2,0,-12,-5,-9,0,-8,10,10,-3,-2,0,0,0,-7,0,3,2,0,3,24,-4,-7,5,1,2,-2,0,0,5,-2,0,0,0,0,0,14,2,13,6,-14,2,4,12,5,-5,8,5,2,7,-10,0,6,4,0,-5,0,-12,25,-4,1,4,9,0,-10,3,12,-9,-2,-2,-6,0,-16,0,0,-4,16,-1,-7,-8,0,4,2,8,21,3,2,12,4,15,-7,-3,-2,-2,1,0,0,-2,7,-4,7,0,-1,-2,0,10,19,6,0,6,-4,-1,0,-1,1,7,0,0,0,0,0,-6,0,0,0,-6,0,0,0,0,0,-17,0,2,1,8,0,-3,20,-1,0,0,0,0,21,-9,-8,4,5,0,0,-12,7,0,0,-2,0,1,-10,7,7,-6,-4,0,5,0,7,5,0,2,0,0,-2,-9,7,0,-1,7,-7,3,0,-6,0,2,0,1,14,14,0,-5,5,0,-2,-3,13,0,-3,0,3,-4,-2,0,0,-2,4,-5,-4,5,-4,4,0,0,0,10,-1,3,8,1,9,-3,5,-2,4,0,0,-5,-2,0,-8,0
0,0,8,15,-3,10,15,-6,0,0,3,-5,10,0,19,14,0,6,2,10,8,5,0,6,71,22,-7,6,16,0,47,15,7,9,14,-3,12,6,23,15,0,5,9,-1,-2,2,15,-4,12,-7,7,-5,7,0,-3,0,6,46,0,5,8,12,0,18,16,40,25,0,32,-9,0,17,0,0,36,28,3,11,0,5,0,0,49,27,13,10,5,0,0,-3,9,0,0,0,0,0,-10,5,0,22,25,12,0,0,8,24,0,0,17,23,0,23,0,10,12,0,5,11,-8,0,0,2,11,0,11,-1,4,3,13,11,23,0,0,0,16,0,0,20,0,0,20,7,0,0,11,-22,10,0,5,0,0,6,11,0,0,0,0,30,20,15,0,0,5,0,0,0,0,0,-5,-13,0,2,11,-10,48,0,12,0,0,0,0,-15,0,2,-10,13,-13,0,0,7,23,0,16,25,29,8,5,0,0,5,45,0,0,20,3,9,0,0,-1,0,8,0,0,-9,6,5,76,7,2,11,12,3,4,5,18,-2,10,16,7,0,-5,0,-6,4,-2,0,-8,22,11,6,0,2,4,33,0,7,8,17,11,51,18,0,5,0,14,18,3,24,10,4,9,11,23,20,47,11,17,6,0,0,6,0,21,1,28,5,10,9,26,13,6,0,0,0,0,0,3,4,0,2,8,10,14,5,10,7,49,0,0,0,12,0,0,0,0,0,7,8,15,-2,5,13,14,10,-3,-14,13,12,27,7,5,0,-1,4,0,9,0,-1,-5,0,-5,82,12,0,19,3,-15,5,7,-3,17,0,25,0,0,12,3,3,30,30,0,26,9,-11,-8,4,1,5,-8,19,15,1,2,15,8,0,0,45,-2,-17,6,0,12,13,-14,5,-4,-6,0,11,18,2,0,9,43,21,0,1,0,0,0,-5,0,0,5,34,0,0,0,0,0,25,0,-10,21,23,0,1,1,47,0,0,0,0,-4,-8,32,14,-14,0,0,5,12,0,0,43,0,-9,10,-4,11,-6,6,0,-1,0,-1,6,0,18,0,0,8,13,1,0,9,3,18,7,0,46,0,6,0,20,-1,7,0,10,9,0,-8,2,11,0,-12,0,-3,44,-6,0,9,4,-13,12,45,-1,7,7,20,0,0,24,11,1,12,12,33,14,13,0,10,0,0,45,-3,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
